athlete_id;athlete_full_name;games_participations;first_game;athlete_year_birth
melanie-melfort;Melanie MELFORT;2;Beijing 2008;1982
george-charles-constable;George Charles CONSTABLE;1;Amsterdam 1928;
laima-zilporyte;Laima ZILPORYTE;2;Seoul 1988;1967
roger-lespagnard;Roger LESPAGNARD;3;Mexico City 1968;1946
christian-kpakpo;Christian KPAKPO;1;Los Angeles 1984;1963
janice-may-bedford;Janice May BEDFORD;1;Tokyo 1964;1945
esteban-enderica;Esteban ENDERICA;2;London 2012;1990
jaroslav-volf;Jaroslav VOLF;4;Sydney 2000;1979
veniamin-reshetnikov;Veniamin RESHETNIKOV;2;London 2012;1986
marcel-blanchard;Marcel BLANCHARD;1;Antwerp 1920;
natalia-pacierpnik;Natalia PACIERPNIK;2;London 2012;1988
pekka-johannes-paivarinta;Pekka Johannes PAIVARINTA;2;Munich 1972;1949
stig-sjolin;Stig SJÖLIN;2;Helsinki 1952;1928
eva-vechtova-bosakova;Eva VECHTOVA-BOSAKOVA;3;Helsinki 1952;1931
elena-kotelnikova;Elena KOTELNIKOVA;2;Barcelona 1992;1969
pascale-grand;Pascale GRAND;1;Barcelona 1992;1967
nathalie-dechy;Nathalie DECHY;2;Sydney 2000;1979
wing-hung-chiang;Wing Hung CHIANG;1;Barcelona 1992;1962
gyula-szabo-2;Gyula SZABO;1;Mexico City 1968;1943
kazuhiro-ninomiya;Kazuhiro NINOMIYA;1;Montreal 1976;1946
dominik-dvorak;Dominik DVORAK;3;Sochi 2014;1992
thomas-m-carr;Thomas M. CARR;1;Los Angeles 1932;1905
mac-cone;Mac CONE;2;Atlanta 1996;1952
harti-weirather;Harti WEIRATHER;1;Lake Placid 1980;1958
ralph-gomes;Ralph GOMES;1;Rome 1960;1937
rinat-ibragimov;Rinat IBRAGIMOV;2;Beijing 2008;1986
menaka-de-silva;Menaka DE SILVA;1;Athens 2004;1985
anjelika-krylova;Anjelika KRYLOVA;2;Lillehammer 1994;1973
marcel-dost;Marcel DOST;1;Atlanta 1996;1969
josef-vosolobe;Josef VOSOLOBE;1;Berlin 1936;1905
peter-cooke;Peter COOKE;1;Tokyo 1964;1924
salma-mahran;Salma MAHRAN;1;London 2012;1990
francisco-suriano-siu-chon-him;Francisco SURIANO SIU CHON HIM;2;Atlanta 1996;1978
tom-slingsby;Tom SLINGSBY;2;Beijing 2008;1984
artem-maltsev;Artem MALTSEV;1;Beijing 2022;1993
grant-goldschmidt;Grant GOLDSCHMIDT;1;London 2012;1983
tetsutaro-namae;Tetsutaro NAMAE;1;Los Angeles 1932;
enrique-flores-1;Enrique FLORES;1;Atlanta 1996;1968
javier-hermida;Javier HERMIDA;1;Atlanta 1996;1968
arthur-qvist;Arthur QVIST;2;Amsterdam 1928;1896
lily-marie-louise-carlstedt-kelsby;Lily Marie Louise CARLSTEDT-KELSBY;2;London 1948;1926
cicero-torteli;Cicero TORTELI;1;Seoul 1988;1967
octavian-pavelescu;Octavian PAVELESCU;1;Mexico City 1968;1942
danuta-straszynska;Danuta STRASZYNSKA;2;Mexico City 1968;1942
donald-david-geisler;Donald David GEISLER;2;Sydney 2000;1978
sergei-petrenko-1;Sergei PETRENKO;2;Montreal 1976;1956
miroslav-menc;Miroslav MENC;2;Atlanta 1996;1971
na-shi;Na SHI;1;Beijing 2008;1981
morteza-ghiasi-cheka;Morteza GHIASI CHEKA;1;Tokyo 2020;1995
gilbert-king-hong-u;Gilbert King Hong U;3;Los Angeles 1984;1945
peter-robertson;Peter ROBERTSON;2;Sydney 2000;1976
song-liu;Song LIU;4;Sydney 2000;1972
alejandro-terrones;Alejandro TERRONES;1;Los Angeles 1984;1951
abdelkarim-el-haouari;Abdelkarim EL HAOUARI;1;London 2012;1993
martins-plavins;Martins PLAVINS;3;Beijing 2008;1985
karl-borchert;Karl BORCHERT;1;London 1908;
mattias-schoberg;Mattias SCHOBERG;1;Sydney 2000;1973
luis-enrique-mendez;Luis Enrique MENDEZ;1;Sydney 2000;1973
jaume-pueyo;Jaume PUEYO;1;Beijing 2022;2001
beth-madsen;Beth MADSEN;1;Calgary 1988;1964
yuri-kutenko;Yuri KUTENKO;2;Melbourne 1956;1932
johannes-hans-schwarzentruber;Johannes (Hans) SCHWARZENTRUBER;2;Helsinki 1952;1929
sifiso-nhlapo;Sifiso NHLAPO;2;Beijing 2008;1987
tibor-jakosics;Tibor JAKOSICS;1;Tokyo 1964;1938
yang-chen;Yang CHEN;2;Rio 2016;1991
jerome-sylvestre;Jerome SYLVESTRE;1;Salt Lake City 2002;1979
sylvie-pissis;Sylvie PISSIS;1;Sydney 2000;1963
sergio-godoy-franke;Sergio GODOY FRANKE;1;Atlanta 1996;1973
anastasiya-prokopenko;Anastasiya PROKOPENKO;1;Tokyo 2020;
galen-rupp;Galen RUPP;4;Beijing 2008;1986
samuel-igun;Samuel IGUN;4;Rome 1960;1938
tsuguhiko-kozuka;Tsuguhiko KOZUKA;1;Grenoble 1968;1946
thomas-barrows;Thomas BARROWS;2;Beijing 2008;1987
stephen-giles;Stephen GILES;4;Barcelona 1992;1972
sebastian-menci;Sebastian MENCI;1;Albertville 1992;1975
guangbin-liu;Guangbin LIU;1;Salt Lake City 2002;1979
ralph-evans;Ralph EVANS;1;Munich 1972;1953
patrick-haegeli;Patrick HAEGELI;3;Montreal 1976;1946
carolyn-jane-schuler;Carolyn Jane SCHULER;1;Rome 1960;1943
paul-moorfoot;Paul MOORFOOT;1;Moscow 1980;1960
lyton-levision-mphande;Lyton Levision MPHANDE;1;Seoul 1988;1963
natalia-polozkova;Natalia POLOZKOVA;3;Albertville 1992;1972
taha-yussuf-el-gamal;Taha Yussuf EL GAMAL;2;London 1948;1923
roland-surrugue;Roland SURRUGUE;1;Rome 1960;1938
tsukasa-hirakawa;Tsukasa HIRAKAWA;2;Sarajevo 1984;1964
karl-duill;Karl DUILL;1;Paris 1900;
mihai-galiceanu;Mihai GALICEANU;1;Turin 2006;1982
henryk-tomanek;Henryk TOMANEK;1;Montreal 1976;1955
eino-ilmari-oksanen;Eino Ilmari OKSANEN;3;Melbourne 1956;1931
airine-palsyte;Airine PALSYTE;3;London 2012;1992
pavel-sozykin;Pavel SOZYKIN;2;Rio 2016;1987
laurence-thoms;Laurence THOMS;1;Salt Lake City 2002;1980
irene-viaene;Irene VIAENE;1;Grenoble 1968;1949
nosratollah-momtahen;Nosratollah MOMTAHEN;1;Tokyo 1964;1923
berta-jikeli;Berta JIKELI;1;Amsterdam 1928;
masaharu-yamada;Masaharu YAMADA;2;Athens 2004;1980
d-hesse;D. HESSE;1;London 1948;
adam-wheeler;Adam WHEELER;1;Beijing 2008;1981
arlette-grosso;Arlette GROSSO;1;Squaw Valley 1960;1937
rene-pfister;Rene PFISTER;1;Mexico City 1968;1943
pejman-dorostkar;Pejman DOROSTKAR;1;Sydney 2000;1976
kamalpreet-kaur;Kamalpreet KAUR;1;Tokyo 2020;1996
arakel-mirzoyan;Arakel MIRZOYAN;2;London 2012;1989
timothy-grubb;Timothy GRUBB;2;Los Angeles 1984;1954
patrick-sunderman;Patrick SUNDERMAN;1;Tokyo 2020;1994
sholpan-kozhakhmetova;Sholpan KOZHAKHMETOVA;1;London 2012;1991
lucas-calabrese;Lucas CALABRESE;2;London 2012;1986
robert-scheidt;Robert SCHEIDT;7;Atlanta 1996;1973
itzhak-nir;Itzhak NIR;1;Munich 1972;1940
katsuhito-kumagai;Katsuhito KUMAGAI;1;Calgary 1988;1960
prakash-nanjappa;Prakash NANJAPPA;1;Rio 2016;1976
dursun-bozkurt;Dursun BOZKURT;1;St. Moritz 1948;1925
julia-vasconcelos-dos-santos;Julia VASCONCELOS DOS SANTOS;1;Rio 2016;1992
hilaire-walter-deprez;Hilaire Walter DEPREZ;2;London 1948;1922
natalya-coyle;Natalya COYLE;3;London 2012;1990
lukasz-slonina;Lukasz SLONINA;1;Sochi 2014;1989
ralph-hutton;Ralph HUTTON;3;Tokyo 1964;1948
valter-nystrom;Valter NYSTROM;1;Helsinki 1952;1915
victor-rogut;Victor ROGUT;2;Sydney 2000;1979
linda-mceachrane;Linda MCEACHRANE;1;Athens 2004;1983
gennadiy-bilodid;Gennadiy BILODID;3;Sydney 2000;1977
iouri-podladtchikov;Iouri Podladtchikov;3;Turin 2006;1988
raphael-haaser;Raphael HAASER;1;Beijing 2022;1997
albert-azaryan;Albert AZARYAN;2;Melbourne 1956;1929
josip-corak;Josip CORAK;1;Munich 1972;1943
angus-pattie;Angus PATTIE;1;Atlanta 1996;1964
yutong-luo;Yutong LUO;1;London 2012;1985
filip-taschler;Filip TASCHLER;1;Beijing 2022;1999
masao-arai;Masao ARAI;1;Montreal 1976;1949
erik-rajohnson;Erik RAJOHNSON;1;Beijing 2008;1985
seiki-nose;Seiki NOSE;1;Los Angeles 1984;1952
paul-elvstrom;Paul Elvstrøm;8;London 1948;1928
ronald-walker;Ronald WALKER;1;Berlin 1936;1907
fred-yannick-uwase;Fred Yannick UWASE;1;London 2012;1994
elena-ginko;Elena GINKO;2;Athens 2004;1976
juergen-loacker;Juergen LOACKER;2;Turin 2006;1974
victoria-nikishina;Victoria NIKISHINA;1;Beijing 2008;1984
goran-unger;Göran UNGER;1;Paris 1924;1899
yanelis-yuliet-labrada-diaz;Yanelis Yuliet LABRADA DIAZ;1;Athens 2004;1981
christen-christensen;Christen CHRISTENSEN;1;Garmisch-Partenkirchen 1936;1904
an-hu-chen;An-Hu CHEN;1;Rome 1960;1924
aleksei-pereverzev;Aleksei PEREVERZEV;1;Montreal 1976;1949
karin-melis;Karin MELIS;3;Beijing 2008;1983
matthew-haynes-vogel;Matthew Haynes VOGEL;1;Montreal 1976;1957
eero-mantyranta;Eero MÄNTYRANTA;4;Squaw Valley 1960;1937
imre-holenyi;Imre HOLENYI;1;Rome 1960;1926
dieung-anak-manggang;Dieung ANAK MANGGANG;1;Sydney 2000;1981
markus-fahndrich;Markus FÄHNDRICH;2;Sarajevo 1984;1960
leonard-graves-edelen;Leonard Graves EDELEN;1;Tokyo 1964;1937
michael-maier;Michael MAIER;5;Atlanta 1996;1964
nicole-lee-haislett;Nicole Lee HAISLETT;1;Barcelona 1992;1972
heather-olver;Heather OLVER;1;Rio 2016;1986
gunther-zobernig;Günther ZOBERNIG;1;Berlin 1936;1915
yukiko-inui;Yukiko INUI;3;London 2012;1990
patrick-bevin;Patrick BEVIN;1;Tokyo 2020;1991
hallstein-bogseth;Hallstein BÖGSETH;3;Lake Placid 1980;1954
raul-alcala;Raul ALCALA;1;Los Angeles 1984;1964
john-french;John FRENCH;1;Lake Placid 1980;1955
kevin-overland;Kevin OVERLAND;1;Nagano 1998;1974
sung-eun-kim-2;Sung-Eun KIM;1;Mexico City 1968;1943
helen-novikov;Helen NOVIKOV;2;Lillehammer 1994;1976
nikita-shleikher;Nikita SHLEIKHER;2;Rio 2016;1998
charles-hill;Charles HILL;1;Stockholm 1912;1886
corning;Chris CORNING;2;PyeongChang 2018;1999
michael-r-lofton;Michael R. LOFTON;3;Los Angeles 1984;1963
kathrine-bomstad;Kathrine BOMSTAD;1;Los Angeles 1984;1963
giovanni-cazzulani;Giovanni CAZZULANI;1;Los Angeles 1932;1909
taro-ueno;Taro UENO;1;Beijing 2008;1980
david-ogden;David OGDEN;1;Seoul 1988;1968
tanumafili-malietoa-jungblut;Tanumafili Malietoa JUNGBLUT;2;Rio 2016;1990
istvan-hernek;Istvan HERNEK;1;Melbourne 1956;1935
henriksen;Sindre HENRIKSEN;1;PyeongChang 2018;1992
wendy-cook-hogg;Wendy COOK-HOGG;2;Munich 1972;1956
daniel-wunderlin;Daniel WUNDERLIN;1;Los Angeles 1984;1960
ivana-georgieva;Ivana GEORGIEVA;1;Atlanta 1996;1971
kazumi-abe;Kazumi ABE;2;Sapporo 1972;1947
gyongyver-lakos;Gyongyver LAKOS;2;Atlanta 1996;1977
andres-ducasse;Andres DUCASSE;1;Rio 2016;1992
jinyong-park;Jinyong PARK;3;Sochi 2014;1993
yun-hee-choi;Yun-Hee CHOI;1;Los Angeles 1984;1967
ali-mohammadi;Ali MOHAMMADI;1;Beijing 2008;1984
andy-lee;Andy LEE;1;Athens 2004;1984
roman-furger;Roman FURGER;2;PyeongChang 2018;1990
aniko-kapocs;Aniko KAPOCS;2;Seoul 1988;1967
qiong-maimaitituersun;Qiong MAIMAITITUERSUN;2;Beijing 2008;1988
stephen-jeffrey-netburn;Stephen Jeffrey NETBURN;2;Mexico City 1968;1943
russell-johnson;Russell JOHNSON;1;Montreal 1976;1920
helena-fromm;Helena FROMM;2;Beijing 2008;1987
donata-vistartaite;Donata VISTARTAITE;3;London 2012;1989
marin-ferecatu;Marin FERECATU;2;Rome 1960;1940
coralie-balmy;Coralie BALMY;3;Beijing 2008;1987
carole-toy;Carole TOY;2;Montreal 1976;1941
duncan-mackinnon;Duncan MACKINNON;1;Atlanta 1996;1970
roy-syversson;Roy SYVERSSON;1;Tokyo 1964;1940
giovanni-cocco;Giovanni COCCO;1;Helsinki 1952;1921
mjagmarsjav-tudeviin;Mjagmarsjav TUDEVIIN;4;Tokyo 1964;1945
iordanis-ilioudis;Iordanis ILIOUDIS;1;Los Angeles 1984;1961
getu-feleke;Getu FELEKE;1;London 2012;1986
wellington-arias-romero;Wellington ARIAS ROMERO;1;London 2012;1991
natalia-via-dufresne;Natalia VIA DUFRESNE;4;Barcelona 1992;1973
meihong-you;Meihong YOU;1;Beijing 2008;1993
georges-j-conraux;Georges J. CONRAUX;1;Paris 1924;1885
marieke-stam;Marieke STAM;1;Calgary 1988;1964
rushmi-chakarvarthi;Rushmi CHAKARVARTHI;1;London 2012;1977
emanuela-zardo;Emanuela ZARDO;1;Barcelona 1992;1970
jorge-luis-vivas;Jorge Luis VIVAS;1;Rio 2016;1988
wolfgang-nitschke;Wolfgang NITSCHKE;1;Munich 1972;1947
derek-hawkins;Derek HAWKINS;1;Rio 2016;1989
daniel-legras;Daniel LEGRAS;2;Los Angeles 1984;1957
ibolya-csak;Ibolya CSAK;1;Berlin 1936;1915
daniel-victor-johansen;Daniel Victor JOHANSEN;1;Stockholm 1912;1885
shibuki-iitsuka;Shibuki IITSUKA;1;Tokyo 2020;1988
maria-luisa-doig;Maria Luisa DOIG;2;Beijing 2008;1991
irina-fedotova;Irina FEDOTOVA;3;Atlanta 1996;1975
anthony-ang;Anthony ANG;2;Atlanta 1996;1978
marianne-berglund;Marianne BERGLUND;2;Los Angeles 1984;1963
katie-summerhayes;Katie SUMMERHAYES;3;Sochi 2014;1995
birgit-dressel;Birgit DRESSEL;1;Los Angeles 1984;1960
abdul-wahab-ali;Abdul Wahab ALI;1;Seoul 1988;1958
beverley-rose;Beverley ROSE;1;Los Angeles 1984;1964
lorenzo-calafiore;Lorenzo CALAFIORE;1;Munich 1972;1935
timothy-lee-dement;Timothy Lee DEMENT;1;Munich 1972;1955
pal-kemery;Pal KEMERY;1;Berlin 1936;1887
yot-thiancharoen;Yot THIANCHAROEN;1;Tokyo 1964;1938
umar-edelkhanov;Umar EDELKHANOV;1;Atlanta 1996;1963
soniia-cheah;Soniia CHEAH;1;Tokyo 2020;1993
william-edward-griffiths;William Edward GRIFFITHS;1;Melbourne 1956;1931
umar-mavlikhanov;Umar MAVLIKHANOV;3;Rome 1960;1937
aleksandr-kedyarov;Aleksandr KEDYAROV;1;Montreal 1976;1947
andrei-kazusenok;Andrei KAZUSENOK;1;Beijing 2008;1984
conrad-francis;Conrad FRANCIS;2;Sydney 2000;1981
laurent-gane;Laurent GANE;2;Sydney 2000;1973
franck-le-normand;Franck LE NORMAND;1;Helsinki 1952;1931
scott-muller;Scott MULLER;1;Atlanta 1996;1970
magne-myrmo;Magne MYRMO;2;Sapporo 1972;1943
franco-ferraris;Franco FERRARIS;1;Berlin 1936;1919
yun-mi-kim-1;Yun Mi KIM;1;Athens 2004;1981
egerton-forster;Egerton FORSTER;1;Los Angeles 1984;1959
michal-sliwinski;Michal SLIWINSKI;5;Seoul 1988;1970
thierry-venant;Thierry VENANT;1;Seoul 1988;1960
vladimir-resl;Vladimir RESL;2;Innsbruck 1976;1953
rika-sato;Rika SATO;2;Barcelona 1992;1971
eiki-miyazaki;Eiki MIYAZAKI;2;Seoul 1988;1955
sophie-giger;Sophie GIGER;1;Rio 2016;1995
robert-hourmont;Robert HOURMONT;1;Calgary 1988;1969
nils-klein;Nils KLEIN;1;Stockholm 1912;1878
bassam-eljabban;Bassam ELJABBAN;1;Moscow 1980;1961
sashko-dikov;Sashko DIKOV;1;Innsbruck 1976;1955
hans-peter-ludwig-dam;Hans Peter Ludwig DAM;2;London 1908;1884
jong-won-kim;Jong-Won KIM;1;Atlanta 1996;1975
sandor-orban;Sandor ORBAN;2;Munich 1972;1947
jiali-liu;Jiali LIU;1;Tokyo 2020;1994
gerry-legras;Gerry LEGRAS;1;Atlanta 1996;1966
eva-wikstroem;Eva WIKSTROEM;1;Barcelona 1992;1968
andi-naude;Andi NAUDE;1;PyeongChang 2018;1996
petra-thumer;Petra THÜMER;1;Montreal 1976;1961
chonnapas-premwaew;Chonnapas PREMWAEW;1;Beijing 2008;1987
byung-in-lee;Byung-In LEE;1;Seoul 1988;1968
saeid-abrahimi;Saeid ABRAHIMI;1;Beijing 2008;1982
thomas-a-kenneth-laidlaw;Thomas A.Kenneth LAIDLAW;1;Rome 1960;1936
natalie-alwyne-steward;Natalie Alwyne STEWARD;1;Rome 1960;1943
sonja-reichart;Sonja REICHART;2;Calgary 1988;1964
tamas-deutsch;Tamas DEUTSCH;3;Seoul 1988;1969
marta-menegatti;Marta MENEGATTI;3;London 2012;1990
gert-jan-lebbink;Gert Jan LEBBINK;2;Moscow 1980;1961
victor-makarov;Victor MAKAROV;2;Atlanta 1996;1965
regina-joyce;Regina JOYCE;1;Los Angeles 1984;1957
jorge-mario-murillo-valdes;Jorge Mario MURILLO VALDES;1;Rio 2016;1991
oskar-kwiatkowski;Oskar KWIATKOWSKI;2;PyeongChang 2018;1996
askhat-dilmukhamedov;Askhat DILMUKHAMEDOV;1;London 2012;1986
taisei-yamamoto;Taisei YAMAMOTO;1;PyeongChang 2018;2001
zsolt-vari;Zsolt VARI;2;Barcelona 1992;1969
kellie-wells;Kellie WELLS;1;London 2012;1982
melvin-emery-patton;Melvin Emery PATTON;1;London 1948;1924
thomas-fuchs-1;Thomas FUCHS;2;Seoul 1988;1957
clarence-vinson;Clarence VINSON;1;Sydney 2000;1978
peter-sharis;Peter SHARIS;1;Barcelona 1992;1969
petar-popangelov;Petar POPANGELOV;4;Innsbruck 1976;1959
sefer-baycin;Sefer BAYCIN;1;Munich 1972;1942
adrien-backscheider;Adrien BACKSCHEIDER;3;Sochi 2014;1992
hansjorg-aemisegger;Hansjorg AEMISEGGER;1;Montreal 1976;1952
barbara-stizzoli;Barbara STIZZOLI;1;Atlanta 1996;1969
oldriska-pekna;Oldriska PEKNA;1;Montreal 1976;1959
jose-miguel-gil-canizares;Jose Miguel GIL CANIZARES;4;Seoul 1988;1971
dan-glans;Dan GLANS;1;Montreal 1976;1947
robert-rausch;Robert RAUSCH;1;Rome 1960;1937
kayla-harrison;Kayla HARRISON;2;London 2012;1990
monique-velzeboer;Monique VELZEBOER;2;Calgary 1988;1969
ingrid-butts;Ingrid BUTTS;2;Albertville 1992;1963
assoli-slivets;Assoli SLIVETS;4;Salt Lake City 2002;1982
john-porter-carleton;John Porter CARLETON;1;Chamonix 1924;1899
horst-freese;Horst FREESE;1;Innsbruck 1976;1944
chloe-tutton;Chloe TUTTON;1;Rio 2016;1996
aleksandar-anton-strain;"Aleksandar ""Anton"" STRAIN";1;London 1948;
vahan-mkhitaryan;Vahan MKHITARYAN;1;Rio 2016;1996
leo-ilmo-honkala;Leo Ilmo HONKALA;1;Helsinki 1952;1933
fumie-suguri;Fumie SUGURI;2;Salt Lake City 2002;1980
guillermo-betancourt-scull;Guillermo BETANCOURT SCULL;2;Moscow 1980;1963
anat-lelior;Anat LELIOR;1;Tokyo 2020;2000
charles-edward-betts;Charles Edward BETTS;1;London 2012;1986
samia-hireche;Samia HIRECHE;2;Atlanta 1996;1976
c-harry-smyth;C. Harry SMYTH;1;Lake Placid 1932;1910
marija-kaznacenko;Marija KAZNACENKO;1;PyeongChang 2018;1993
tervel-ivaylov-dlagnev;Tervel Ivaylov DLAGNEV;2;London 2012;1985
henry-tiller;Henry TILLER;1;Berlin 1936;1914
susanne-hirt;Susanne HIRT;1;Sydney 2000;1973
aleksandra-urbanczyk;Aleksandra URBANCZYK;1;Rio 2016;1987
torben-grael;Torben GRAEL;6;Los Angeles 1984;1960
kaliszek;Natalia KALISZEK;2;PyeongChang 2018;1996
anna-baylis;Anna BAYLIS;1;Sydney 2000;1976
holger-wick;Holger WICK;1;Sarajevo 1984;1962
alois-leodolter;Alois LEODOLTER;1;Squaw Valley 1960;1931
mateo-tanaquin;Mateo TANAQUIN;1;Melbourne 1956;1926
raul-abatte;Raul ABATTE;1;Los Angeles 1984;1945
munkhzaya-bayartsogt;Munkhzaya BAYARTSOGT;1;Tokyo 2020;1993
ahmed-abdallah;Ahmed ABDALLAH;1;Seoul 1988;1968
laszlo-peto;Laszlo PETO;1;Barcelona 1992;1969
gisela-kohler-birkemeyer;Gisela KÖHLER-BIRKEMEYER;2;Melbourne 1956;1931
xin-liu;Xin LIU;1;London 2012;1986
ali-asghar-kazemi;Ali Asghar KAZEMI;1;Barcelona 1992;1962
greta-magnusson;Greta MAGNUSSON;1;Helsinki 1952;1929
manuel-gomes;Manuel GOMES;1;Seoul 1988;1966
christian-pire;Christian PIRE;2;Melbourne 1956;1930
alex-misael-suligoy;Alex Misael SULIGOY;1;London 2012;1990
anthony-joseph-rosetti;Anthony Joseph ROSETTI;1;Munich 1972;1945
cinzia-cavazzuti;Cinzia CAVAZZUTI;2;Sydney 2000;1973
rigoberto-uran-uran;Rigoberto URAN URAN;3;Beijing 2008;1987
gertrud-bacher;Gertrud BACHER;1;Sydney 2000;1971
james-degale;James DEGALE;1;Beijing 2008;1986
tuula-laaksalo;Tuula LAAKSALO;2;Los Angeles 1984;1953
xuechun-zhong;Xuechun ZHONG;1;Rio 2016;1994
tero-valimaa;Tero VALIMAA;1;Sydney 2000;1978
simon-spilak;Simon SPILAK;2;Beijing 2008;1986
daisuke-hanahara;Daisuke HANAHARA;1;Barcelona 1992;1969
stefanie-horn;Stefanie HORN;2;Rio 2016;1991
adam-ptacnik;Adam PTACNIK;1;Beijing 2008;1985
misha-ge;Misha GE;2;Sochi 2014;1991
ahmed-kandil;Ahmed KANDIL;1;London 1948;
horatio-orlando-poulter;Horatio Orlando POULTER;1;Stockholm 1912;1877
akseli-keskinen;Akseli KESKINEN;1;Tokyo 2020;1999
ute-hasse;Ute HASSE;1;Los Angeles 1984;1963
edwin-orlando-mosquera-roa;Edwin Orlando MOSQUERA ROA;2;Beijing 2008;1985
dag-albert;Dag ALBERT;2;Atlanta 1996;1969
leo-marino-sarti;Leo Marino SARTI;1;Seoul 1988;1956
carolyn-virginia-wood;Carolyn Virginia WOOD;1;Rome 1960;1945
tippler;Tamara TIPPLER;2;PyeongChang 2018;1991
nojim-maiyegun;Nojim MAIYEGUN;1;Tokyo 1964;1941
marta-lach;Marta LACH;1;Tokyo 2020;1997
khatuna-narimanidze;Khatuna NARIMANIDZE;4;Sydney 2000;1974
ingvar-berg;Ingvar BERG;1;Amsterdam 1928;1905
caine-morgan-wilkes;Caine Morgan WILKES;1;Tokyo 2020;1987
cathal-o-grady;Cathal O'GRADY;1;Atlanta 1996;1977
julius-cocek;Julius COCEK;1;Berlin 1936;1900
bernardo-alves;Bernardo ALVES;2;Athens 2004;1974
thomas-zangerl;Thomas ZANGERL;3;Vancouver 2010;1983
viktor-demianenko;Viktor DEMIANENKO;1;Moscow 1980;1958
gabriela-bayardo;Gabriela BAYARDO;2;Rio 2016;1994
lu-sui;Lu SUI;1;London 2012;1992
yury-trofimov;Yury TROFIMOV;2;Athens 2004;1984
deo-gracia-ngokaba;Deo Gracia NGOKABA;1;Rio 2016;1997
giovana-prado-pass;Giovana PRADO PASS;1;Rio 2016;1998
pavel-tonkov;Pavel TONKOV;2;Atlanta 1996;1969
shaun-keeling;Shaun KEELING;2;Beijing 2008;1987
shaohui-yang;Shaohui YANG;1;Tokyo 2020;1992
harry-havelock-henderson;Harry Havelock HENDERSON;1;Amsterdam 1928;1904
seydou-fofana;Seydou FOFANA;1;Tokyo 2020;1993
edouard-ecuyer-de-le-court;Edouard ECUYER DE LE COURT;2;Amsterdam 1928;1901
reuben-samuel-jones;Reuben Samuel JONES;2;Tokyo 1964;1932
urska-pribosic;Urska PRIBOSIC;1;Beijing 2022;1990
james-swan;James SWAN;2;Atlanta 1996;1974
angelo-malvicini;Angelo MALVICINI;1;Paris 1924;1895
artem-voronov;Artem VORONOV;1;Sochi 2014;1993
mitchell-watt;Mitchell WATT;1;London 2012;1988
francesco-de-menego;Francesco DE MENEGO;1;Munich 1972;1944
francis-boisson;Francis BOISSON;2;Rome 1960;1928
zlatina-atanasova;Zlatina ATANASOVA;1;Athens 2004;1980
jack-a-zivic;Jack A. ZIVIC;1;Antwerp 1920;
hans-christopher-steinfeld;Hans Christopher STEINFELD;1;Los Angeles 1984;1959
evangelos-cheimonas;Evangelos CHEIMONAS;3;Athens 2004;1980
eirik-brandsdal;Eirik BRANDSDAL;2;Sochi 2014;1986
godtfred-holmvang;Godtfred HOLMVANG;1;London 1948;1917
piotr-kula;Piotr KULA;1;London 2012;1987
ethel-lackie;Ethel LACKIE;1;Paris 1924;1907
stefan-dimitrov-1;Stefan DIMITROV;1;Moscow 1980;1957
mary-slaney;Mary SLANEY;3;Los Angeles 1984;1958
daina-gudzineviciute;Daina GUDZINEVICIUTE;5;Atlanta 1996;1965
ronald-allen-harris;Ronald Allen HARRIS;1;Mexico City 1968;1948
sebastian-gazurek;Sebastian GAZUREK;1;Sochi 2014;1990
kanybek-osmonaliev;Kanybek OSMONALIEV;1;Moscow 1980;1953
armand-schiele;Armand SCHIELE;1;Albertville 1992;1967
paulina-barzycka;Paulina BARZYCKA;2;Athens 2004;1986
max-van-heeswijk;Max VAN HEESWIJK;2;Sydney 2000;1973
miguel-seijas;Miguel SEIJAS;2;Helsinki 1952;1930
jacqueline-cruz-silva-cruz;Jacqueline Cruz SILVA CRUZ;3;Moscow 1980;1962
urantungalag-bishindee;Urantungalag BISHINDEE;2;London 2012;1977
inna-evseeva;Inna EVSEEVA;2;Seoul 1988;1964
elfriede-eder;Elfriede EDER;1;Lillehammer 1994;1970
emile-rony-bakale;Emile Rony BAKALE;3;Athens 2004;1987
monika-csaszar;Monika CSASZAR;1;Munich 1972;1954
gustavo-ramirez;Gustavo RAMIREZ;1;Mexico City 1968;1941
mamoru-inagaki;Mamoru INAGAKI;2;Seoul 1988;1949
piotr-myszka;Piotr MYSZKA;2;Rio 2016;1981
peter-joos;Peter JOOS;1;Los Angeles 1984;1961
jong-koo-ji;Jong-Koo JI;1;Barcelona 1992;1969
henri-louis-marie-van-schaik;Henri Louis Marie VAN SCHAIK;1;Berlin 1936;1899
martinus-osendarp;Martinus OSENDARP;1;Berlin 1936;1916
dremiel-deshon-byers;Dremiel Deshon BYERS;2;Beijing 2008;1974
tualau-fale;Tualau FALE;1;Seoul 1988;1960
michael-trapp;Michael TRAPP;1;London 2012;1988
miyuki-maeda;Miyuki MAEDA;2;Beijing 2008;1985
virginie-arnold;Virginie ARNOLD;1;Beijing 2008;1979
dirk-van-tichelt;Dirk VAN TICHELT;3;Beijing 2008;1984
rohan-robinson;Rohan ROBINSON;2;Atlanta 1996;1971
andre-clayeux;André CLAYEUX;2;Paris 1924;1897
laszlo-vajda;Laszlo VAJDA;1;Innsbruck 1976;1954
