discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Canoe Sprint;los-angeles-1984;K2 500m kayak double men;Men;GOLD;GameTeam;New Zealand team;christopher-paul-mac-donald;New Zealand;NZL
Gymnastics Artistic;munich-1972;individual all-round women;Women;BRONZE;Athlete;;tamara-lazakovich;Soviet Union;URS
Boxing;london-2012;46-49kg men;Men;BRONZE;Athlete;;patrick-barnes;Ireland;IRL
Short Track Speed Skating;lillehammer-1994;500m men;Men;GOLD;Athlete;;ji-hoon-chae;Republic of Korea;KOR
Figure skating;st-moritz-1948;Pairs mixed;Mixed;BRONZE;GameTeam;Canada team;suzanne-morrow;Canada;CAN
Sailing;london-1948;6m mixed;Open;GOLD;GameTeam;Llanoria;;United States of America;USA
Athletics;rome-1960;3000m steeplechase men;Men;BRONZE;Athlete;;;Soviet Union;URS
Athletics;paris-1924;10000m walk men;Men;BRONZE;Athlete;;cecil-charles-mcmaster;South Africa;RSA
Cross Country Skiing;salt-lake-city-2002;15km mass start women;Women;BRONZE;Athlete;;;Russian Federation;RUS
Cross Country Skiing;vancouver-2010;Team sprint women;Women;SILVER;GameTeam;Sweden team;anna-haag;Sweden;SWE
Cycling Mountain Bike;sydney-2000;cross-country men;Men;SILVER;Athlete;;filip-meirhaeghe;Belgium;BEL
Rowing;beijing-2008;eight with coxswain 8 men;Men;GOLD;GameTeam;Canada team;;Canada;CAN
Tennis;paris-1900;doubles men;Men;SILVER;GameTeam;Mixed team #1;basil-spalding-de-garmendia;MIX;MIX
Rowing;los-angeles-1984;pair without coxswain 2 women;Women;SILVER;GameTeam;Canada team;patricia-smith;Canada;CAN
Gymnastics Artistic;mexico-city-1968;Team All-Around Men;Men;GOLD;GameTeam;Japan team;;Japan;JPN
Swimming;rome-1960;4x100m medley relay men;Men;BRONZE;GameTeam;Japan team;;Japan;JPN
Wrestling;moscow-1980;Welterweight, Freestyle (?74 kilograms) Men;Men;GOLD;Athlete;;valentin-raichev;Bulgaria;BUL
Luge;grenoble-1968;Doubles mixed;Open;SILVER;GameTeam;Austria team #1;manfred-schmid;Austria;AUT
Rowing;mexico-city-1968;four without coxswain 4 men;Men;SILVER;GameTeam;Hungary team;;Hungary;HUN
Equestrian Dressage;amsterdam-1928;individual mixed;Men;GOLD;Athlete;;;Germany;GER
Archery;london-1908;continental style 50m men;Men;SILVER;Athlete;;louis-vernet;France;FRA
Cycling Road;munich-1972;team time trial men;Men;SILVER;GameTeam;Poland team;;Poland;POL
Athletics;tokyo-2020;Women's 800m;Women;GOLD;Athlete;;athing-mu;United States of America;USA
Wrestling;seoul-1988;Featherweight, Freestyle (?62 kilograms) Men;Men;BRONZE;Athlete;;simeon-chterev;Bulgaria;BUL
Athletics;athens-2004;50km walk men;Men;SILVER;Athlete;;denis-nizhegorodov;Russian Federation;RUS
Athletics;london-1948;80m hurdles women;Women;BRONZE;Athlete;;shirley-strickland-de-la-hunty;Australia;AUS
Rowing;los-angeles-1984;double sculls 2x women;Women;BRONZE;GameTeam;Canada team;silken-suzette-laumann;Canada;CAN
Diving;los-angeles-1984;3m springboard women;Women;SILVER;Athlete;;kelly-anne-mccormick;United States of America;USA
Swimming;rio-2016;200m freestyle women;Women;GOLD;Athlete;;katie-ledecky;United States of America;USA
Athletics;seoul-1988;discus throw men;Men;GOLD;Athlete;;jurgen-schult;German Democratic Republic (Germany);GDR
Biathlon;nagano-1998;20km men;Men;GOLD;Athlete;;halvard-hanevold;Norway;NOR
Swimming;rome-1960;4x100m freestyle relay women;Women;SILVER;GameTeam;Australia team;;Australia;AUS
Rowing;barcelona-1992;eight with coxswain 8 women;Women;BRONZE;GameTeam;Germany team;;Germany;GER
Swimming;london-1948;200m breaststroke women;Women;BRONZE;Athlete;;eva-novak-gerard;Hungary;HUN
Table Tennis;london-2012;Singles men;Men;GOLD;Athlete;;jike-zhang;People's Republic of China;CHN
Athletics;st-louis-1904;shot put men;Men;GOLD;Athlete;;ralph-rose;United States of America;USA
Diving;antwerp-1920;3m springboard women;Women;BRONZE;Athlete;;thelma-payne;United States of America;USA
Athletics;los-angeles-1984;high jump men;Men;SILVER;Athlete;;patrick-sjoberg;Sweden;SWE
Figure skating;garmisch-partenkirchen-1936;Individual men;Men;SILVER;Athlete;;ernst-baier;Germany;GER
Wrestling;los-angeles-1984;Super-Heavyweight, Greco-Roman (>100 kilograms) Men;Men;BRONZE;Athlete;;victor-dolipschi;Romania;ROU
Rowing;montreal-1976;pair without coxswain 2 women;Women;BRONZE;GameTeam;West Germany team;edith-eckbauer-baumann;Federal Republic of Germany;FRG
Triathlon;tokyo-2020;Men's Individual;Men;SILVER;Athlete;;alex-yee;Great Britain;GBR
Shooting;sydney-2000;double trap 150 targets men;Men;BRONZE;Athlete;;fehaid-aldeehani;Kuwait;KUW
Judo;tokyo-1964;80kg heavyweight men;Men;BRONZE;Athlete;;anzor-kiknadze;Soviet Union;URS
Cross Country Skiing;grenoble-1968;10km women;Women;GOLD;Athlete;;toini-gustafsson;Sweden;SWE
Canoe Marathon;melbourne-1956;K-2 10000m men;Men;GOLD;GameTeam;Hungary team;laszlo-fabian;Hungary;HUN
Alpine Skiing;calgary-1988;super-G men;Men;GOLD;Athlete;;franck-piccard;France;FRA
Swimming;london-1948;100m backstroke women;Women;BRONZE;Athlete;;judith-joy-davies;Australia;AUS
Surfing;tokyo-2020;Women;Women;SILVER;Athlete;;bianca-buitendag;South Africa;RSA
Canoe Sprint;berlin-1936;C2 1000m canoe double men;Men;GOLD;GameTeam;Czechoslovakia team;vladimir-syrovatka;Czechoslovakia;TCH
Athletics;st-louis-1904;60m men;Men;SILVER;Athlete;;;United States of America;USA
Speed skating;sochi-2014;10000m men;Men;SILVER;Athlete;;sven-kramer;Netherlands;NED
Rowing;barcelona-1992;double sculls 2x women;Women;SILVER;GameTeam;Romania team;elisabeta-lipa;Romania;ROU
Cross Country Skiing;innsbruck-1976;Relay 4x5km women;Women;SILVER;GameTeam;Finland team;;Finland;FIN
Rowing;beijing-2008;lightweight double sculls 2x men;Men;BRONZE;GameTeam;Denmark team;mads-rasmussen;Denmark;DEN
Sailing;munich-1972;flying dutchman mixed;Open;SILVER;GameTeam;France team;yves-pajot;France;FRA
Boxing;athens-2004;48kg light flywieght men;Men;SILVER;Athlete;;atagun-yalcinkaya;Turkey;TUR
Basketball;rome-1960;basketball men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Canoe Sprint;london-2012;K2 1000m kayak double men;Men;SILVER;GameTeam;Portugal team;fernando-pimenta;Portugal;POR
Boxing;london-2012;64 - 69 kg men;Men;BRONZE;Athlete;;taras-shelestyuk;Ukraine;UKR
Boxing;paris-1924;508kg flyweight men;Men;GOLD;Athlete;;fidel-la-barba;United States of America;USA
Athletics;amsterdam-1928;4x100m relay women;Women;GOLD;GameTeam;Canada team;;Canada;CAN
Handball;seoul-1988;handball men;Men;SILVER;GameTeam;Republic of Korea team;;Republic of Korea;KOR
Athletics;athens-2004;pole vault women;Women;SILVER;Athlete;;svetlana-feofanova;Russian Federation;RUS
Canoe Sprint;barcelona-1992;K1 500m kayak single men;Men;BRONZE;Athlete;;knut-holmann;Norway;NOR
Equestrian Dressage;antwerp-1920;individual mixed;Men;GOLD;Athlete;;janne-lundblad;Sweden;SWE
Swimming;munich-1972;200m individual medley women;Women;SILVER;Athlete;;kornelia-ender;German Democratic Republic (Germany);GDR
Curling;pyeongchang-2018;Men;Men;SILVER;GameTeam;Sweden team;;Sweden;SWE
Swimming;los-angeles-1984;800m freestyle women;Women;SILVER;Athlete;;michele-richardson;United States of America;USA
Sailing;rome-1960;twoperson keelboat open Star mixed;Open;BRONZE;GameTeam;Shrew II;william-wilson-parks;United States of America;USA
Sailing;los-angeles-1932;olympic class monotype mixed;Open;BRONZE;Athlete;;santiago-amat-cansino;Spain;ESP
Ski Jumping;calgary-1988;Large Hill Individual men;Men;SILVER;Athlete;;erik-johnsen;Norway;NOR
Archery;los-angeles-1984;individual FITA round women;Women;SILVER;Athlete;;ling-juan-li;People's Republic of China;CHN
Shooting;tokyo-2020;10m Air Pistol Mixed Team;Mixed;GOLD;GameTeam;People's Republic of China 1;ranxin-jiang;People's Republic of China;CHN
Speed skating;oslo-1952;500m men;Men;GOLD;Athlete;;kenneth-henry;United States of America;USA
Athletics;moscow-1980;200m women;Women;BRONZE;Athlete;;merlene-ottey-page;Jamaica;JAM
Alpine Skiing;innsbruck-1976;slalom men;Men;SILVER;Athlete;;gustavo-thoni;Italy;ITA
Freestyle Skiing;sochi-2014;Ski Slopestyle men;Men;BRONZE;Athlete;;nicholas-goepper;United States of America;USA
Alpine Skiing;nagano-1998;giant slalom women;Women;GOLD;Athlete;;deborah-compagnoni;Italy;ITA
Cycling Track;tokyo-1964;Individual Pursuit men;Men;GOLD;Athlete;;jiri-daler;Czechoslovakia;TCH
Figure skating;oslo-1952;Individual women;Women;GOLD;Athlete;;jeannette-altwegg;Great Britain;GBR
Diving;berlin-1936;3m springboard men;Men;BRONZE;Athlete;;alan-greene;United States of America;USA
Luge;lillehammer-1994;Doubles mixed;Open;GOLD;GameTeam;Italy team #1;wilfried-huber;Italy;ITA
Rowing;london-1948;four without coxswain 4 men;Men;BRONZE;GameTeam;United States team;;United States of America;USA
Shooting;tokyo-2020;Skeet Men;Men;GOLD;Athlete;;vincent-hancock;United States of America;USA
Gymnastics Artistic;moscow-1980;floor exercises women;Women;BRONZE;Athlete;;natalia-shaposhnikova;Soviet Union;URS
Swimming;beijing-2008;100m breaststroke women;Women;SILVER;Athlete;;rebecca-soni;United States of America;USA
Athletics;barcelona-1992;200m women;Women;BRONZE;Athlete;;merlene-ottey-page;Jamaica;JAM
Swimming;tokyo-2020;Women's 4 x 100m Freestyle Relay;Women;BRONZE;GameTeam;United States;;United States of America;USA
Judo;tokyo-2020;Women -63 kg;Women;BRONZE;Athlete;;catherine-beauchemin-pinard;Canada;CAN
Wrestling;atlanta-1996;Lightweight, Greco-Roman (?68 kilograms) Men;Men;SILVER;Athlete;;ghani-yalouz;France;FRA
Cycling Mountain Bike;tokyo-2020;Men's Cross-country;Men;BRONZE;Athlete;;david-valero-serrano;Spain;ESP
Gymnastics Artistic;berlin-1936;team competition women;Women;BRONZE;GameTeam;Hungary team;;Hungary;HUN
Rowing;london-1908;Coxed Eights Men;Men;BRONZE;GameTeam;Cambridge University Boat Club #2;;Great Britain;GBR
Cycling Track;rio-2016;Keirin women;Women;SILVER;Athlete;;rebecca-james;Great Britain;GBR
Cycling Track;athens-2004;individual pursuit women;Women;GOLD;Athlete;;sarah-ulmer;New Zealand;NZL
Canoe Sprint;barcelona-1992;K1 500m kayak single women;Women;BRONZE;Athlete;;izabella-dylewska-swiatowiak;Poland;POL
Bobsleigh;vancouver-2010;two-man men;Men;GOLD;GameTeam;Germany team #1;andre-lange;Germany;GER
Athletics;munich-1972;1500m men;Men;SILVER;Athlete;;kipchoge-keino;Kenya;KEN
Judo;london-2012;60  66kg halflightweight men;Men;SILVER;Athlete;;miklos-ungvari;Hungary;HUN
Fencing;athens-2004;foil team men;Men;GOLD;GameTeam;Italy team;;Italy;ITA
Cycling Track;amsterdam-1928;1km Pursuit men;Men;BRONZE;Athlete;;willy-falck-hansen;Denmark;DEN
Weightlifting;amsterdam-1928;75-82.5kg total lightheavyweight men;Men;GOLD;Athlete;;el-sayed-mohamed-nosseir;Egypt;EGY
Boxing;melbourne-1956;81kg heavyweight men;Men;BRONZE;Athlete;;daniel-wepener-bekker;South Africa;RSA
Boxing;sydney-2000;60-63.5kg lightwelterweigh men;Men;GOLD;Athlete;;;Uzbekistan;UZB
Ice Hockey;st-moritz-1928;ice hockey men;Men;SILVER;GameTeam;Sweden team;;Sweden;SWE
Figure skating;grenoble-1968;Individual women;Women;BRONZE;Athlete;;hana-maskova;Czechoslovakia;TCH
Basketball;mexico-city-1968;basketball men;Men;BRONZE;GameTeam;Soviet Union team;;Soviet Union;URS
Short Track Speed Skating;vancouver-2010;1000m men;Men;GOLD;Athlete;;jung-su-lee;Republic of Korea;KOR
Speed skating;lake-placid-1932;5000m men;Men;GOLD;Athlete;;irving-jaffee;United States of America;USA
Weightlifting;helsinki-1952;-56kg (bantamweight) men;Men;SILVER;Athlete;;mahmoud-namdjou;Islamic Republic of Iran;IRI
Diving;tokyo-2020;Men's Synchronised 10m Platform;Men;GOLD;GameTeam;Great Britain;matty-lee;Great Britain;GBR
Diving;los-angeles-1932;10m platform men;Men;BRONZE;Athlete;;frank-allen-kurtz;United States of America;USA
Luge;innsbruck-1976;Singles men;Men;SILVER;Athlete;;josef-fendt;Federal Republic of Germany;FRG
Gymnastics Artistic;rome-1960;vault men;Men;GOLD;Athlete;;takashi-ono;Japan;JPN
Cycling Track;sydney-2000;Olympic Sprint men;Men;SILVER;GameTeam;Great Britain team;;Great Britain;GBR
Athletics;barcelona-1992;100m hurdles women;Women;SILVER;Athlete;;la-vona-ann-martin;United States of America;USA
Judo;athens-2004;60  66kg halflightweight men;Men;SILVER;Athlete;;jozef-krnac;Slovakia;SVK
Wrestling;london-1948;Bantamweight, Freestyle (?57 kilograms) Men;Men;GOLD;Athlete;;nazuh-akar;Turkey;TUR
Swimming;moscow-1980;100m breaststroke women;Women;BRONZE;Athlete;;susanne-schultz-nielsson;Denmark;DEN
Gymnastics Artistic;montreal-1976;individual all-round men;Men;SILVER;Athlete;;sawao-kato;Japan;JPN
Equestrian Jumping;munich-1972;team mixed;Open;GOLD;GameTeam;West Germany team;;Federal Republic of Germany;FRG
Tennis;paris-1900;Singles men;Men;BRONZE;Athlete;;arthur-b-j-norris;Great Britain;GBR
Cycling Track;atlanta-1996;Points Race men;Men;BRONZE;Athlete;;stuart-ogrady;Australia;AUS
Athletics;athens-2004;400m hurdles men;Men;BRONZE;Athlete;;naman-keita;France;FRA
Shooting;antwerp-1920;free rifle team men;Men;SILVER;GameTeam;Norway team;;Norway;NOR
Ski Jumping;turin-2006;Teams men;Men;BRONZE;GameTeam;Norway team;;Norway;NOR
Fencing;munich-1972;�p�e team men;Men;SILVER;GameTeam;Switzerland team;;Switzerland;SUI
Athletics;athens-2004;pole vault women;Women;GOLD;Athlete;;yelena-isinbaeva;Russian Federation;RUS
Shooting;sydney-2000;25m rapid fire pistol 60 shots men;Men;SILVER;Athlete;;michel-ansermet;Switzerland;SUI
Handball;moscow-1980;handball men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Boxing;montreal-1976;81kg heavyweight men;Men;BRONZE;Athlete;;john-tate;United States of America;USA
Water Polo;beijing-2008;water polo women;Women;BRONZE;GameTeam;Australia team;;Australia;AUS
Boxing;rio-2016;57-60kg lightweight men;Men;SILVER;Athlete;;sofiane-oumiha;France;FRA
Modern Pentathlon;helsinki-1952;Individual competition men;Men;GOLD;Athlete;;lars-hall;Sweden;SWE
Curling;beijing-2022;Mixed Doubles;Mixed;BRONZE;GameTeam;Sweden;almida-de-val;Sweden;SWE
Rowing;los-angeles-1984;eight with coxswain 8 men;Men;SILVER;GameTeam;United States team;;United States of America;USA
Wrestling;rio-2016;Greco-Roman 85kg men;Men;SILVER;Athlete;;zhan-beleniuk;Ukraine;UKR
Gymnastics Artistic;amsterdam-1928;vault men;Men;SILVER;Athlete;;emanuel-loffler;Czechoslovakia;TCH
Wrestling;rome-1960;Lightweight, Greco-Roman (?67 kilograms) Men;Men;GOLD;Athlete;;avtandil-koridze;Soviet Union;URS
Wrestling;beijing-2008;Welterweight, Freestyle (?66 kilograms) Men;Men;BRONZE;Athlete;;otar-tushishvili;Georgia;GEO
Boxing;sydney-2000;91kg super heavyweight men;Men;BRONZE;Athlete;;rustam-saidov;Uzbekistan;UZB
Wrestling;seoul-1988;Light-Heavyweight, Greco-Roman (?90 kilograms) Men;Men;BRONZE;Athlete;;vladimir-popov-1;Soviet Union;URS
Athletics;atlanta-1996;4x400m relay men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Judo;seoul-1988;71 - 78kg (half-middleweight) men;Men;BRONZE;Athlete;;bashir-varaev;Soviet Union;URS
Cross Country Skiing;cortina-d-ampezzo-1956;10km women;Women;GOLD;Athlete;;lyubov-baranova;Soviet Union;URS
Athletics;los-angeles-1984;decathlon men;Men;GOLD;Athlete;;daley-thompson;Great Britain;GBR
Wrestling;atlanta-1996;Middleweight, Freestyle (?82 kilograms) Men;Men;GOLD;Athlete;;khadzhimurad-magomedov;Russian Federation;RUS
Sailing;beijing-2008;Star - Keelboat men;Men;SILVER;GameTeam;Brazil team;robert-scheidt;Brazil;BRA
Swimming;tokyo-2020;Men's 200m Butterfly;Men;GOLD;Athlete;;kristof-milak;Hungary;HUN
Shooting;stockholm-1912;50m rifle prone 60 shots men;Men;SILVER;Athlete;;william-milne;Great Britain;GBR
Swimming;sydney-2000;4x100m freestyle relay women;Women;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Cross Country Skiing;sapporo-1972;15km men;Men;GOLD;Athlete;;sven-aake-lundback;Sweden;SWE
Weightlifting;atlanta-1996;70  76kg middleweight men;Men;BRONZE;Athlete;;;Democratic People's Republic of Korea;PRK
Swimming;barcelona-1992;100m butterfly women;Women;BRONZE;Athlete;;catherine-plewinski;France;FRA
Gymnastics Artistic;tokyo-1964;Team All-Around Men;Men;GOLD;GameTeam;Japan team;;Japan;JPN
Jeu de Paume;london-1908;Individual men;Men;BRONZE;Athlete;;neville-stephen-lytton;Great Britain;GBR
Athletics;rio-2016;high jump women;Women;GOLD;Athlete;;ruth-beitia;Spain;ESP
Alpine Skiing;innsbruck-1976;downhill men;Men;GOLD;Athlete;;franz-klammer;Austria;AUT
Rowing;sydney-2000;double sculls 2x men;Men;GOLD;GameTeam;Slovenia team;luka-spik;Slovenia;SLO
Sailing;sydney-2000;twoperson keelboat open Star mixed;Open;GOLD;GameTeam;United States team;mark-jeffrey-reynolds;United States of America;USA
Athletics;sydney-2000;4x400m relay women;Women;GOLD;GameTeam;United States team;;United States of America;USA
Wrestling;beijing-2008;Lightweight, Greco-Roman (?60 kilograms) Men;Men;GOLD;Athlete;;islam-beka-albiev;Russian Federation;RUS
Athletics;london-1908;200m men;Men;SILVER;Athlete;;robert-cloughen;United States of America;USA
Shooting;montreal-1976;50m running target 3030 shots mixed;Open;BRONZE;Athlete;;jerzy-greszkiewicz;Poland;POL
Freestyle Skiing;sochi-2014;Ski Slopestyle men;Men;SILVER;Athlete;;gus-kenworthy;United States of America;USA
Ski Jumping;turin-2006;Teams men;Men;GOLD;GameTeam;Austria team;;Austria;AUT
Athletics;moscow-1980;shot put women;Women;GOLD;Athlete;;ilona-schoknecht-slupianek;German Democratic Republic (Germany);GDR
Rowing;amsterdam-1928;double sculls 2x men;Men;SILVER;GameTeam;Canada team;;Canada;CAN
Wrestling;rio-2016;Greco-Roman 98 kg men;Men;SILVER;Athlete;;yasmany-daniel-lugo-cabrera;Cuba;CUB
Biathlon;turin-2006;4x6km relay women;Women;SILVER;GameTeam;Germany team;;Germany;GER
Athletics;rome-1960;pole vault men;Men;BRONZE;Athlete;;eeles-enok-landstrom;Finland;FIN
Cycling Track;helsinki-1952;Team Pursuit 4000m men;Men;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Equestrian Eventing;rome-1960;team mixed;Men;SILVER;GameTeam;Switzerland team;;Switzerland;SUI
Rowing;rio-2016;lightweight double sculls 2x women;Women;GOLD;GameTeam;Netherlands team;ilse-paulis;Netherlands;NED
Alpine Skiing;albertville-1992;giant slalom men;Men;GOLD;Athlete;;;Italy;ITA
Wrestling;amsterdam-1928;Welterweight, Freestyle (?72 kilograms) Men;Men;SILVER;Athlete;;lloyd-otto-appleton;United States of America;USA
Short Track Speed Skating;beijing-2022;Women's 1500m;Women;SILVER;Athlete;;arianna-fontana;Italy;ITA
Swimming;beijing-2008;4x100m medley relay women;Women;SILVER;GameTeam;United States team;;United States of America;USA
Swimming;rio-2016;100m butterfly women;Women;SILVER;Athlete;;penny-oleksiak;Canada;CAN
Judo;seoul-1988;65 - 71kg (lightweight) men;Men;BRONZE;Athlete;;georgi-tenadze;Soviet Union;URS
Athletics;beijing-2008;200m women;Women;SILVER;Athlete;;allyson-felix;United States of America;USA
Speed skating;nagano-1998;10000m men;Men;GOLD;Athlete;;gianni-romme;Netherlands;NED
Athletics;seoul-1988;pole vault men;Men;SILVER;Athlete;;rodion-gataullin;Soviet Union;URS
Athletics;st-louis-1904;1500m men;Men;SILVER;Athlete;;william-frank-verner;United States of America;USA
Wrestling;berlin-1936;Heavyweight, Greco-Roman (>87 kilograms) Men;Men;GOLD;Athlete;;kristjan-palusalu;Estonia;EST
Judo;los-angeles-1984;- 60 kg men;Men;GOLD;Athlete;;shinji-hosokawa;Japan;JPN
Sailing;sydney-2000;Tornado - Multihull mixed;Open;BRONZE;GameTeam;Germany team;roland-gaebler;Germany;GER
Marathon Swimming;london-2012;Marathon - 10 km women;Women;GOLD;Athlete;;eva-risztov;Hungary;HUN
Weightlifting;rio-2016;48kg women;Women;GOLD;Athlete;;sopita-tanasan;Thailand;THA
Swimming;athens-2004;4x200m freestyle relay women;Women;GOLD;GameTeam;United States team;;United States of America;USA
Wrestling;atlanta-1996;Lightweight, Freestyle (?68 kilograms) Men;Men;GOLD;Athlete;;vadim-bogiyev;Russian Federation;RUS
Wrestling;atlanta-1996;Super-Heavyweight, Freestyle (?130 kilograms) Men;Men;SILVER;Athlete;;aleksey-medvedev;Belarus;BLR
Boxing;moscow-1980;48kg lightflyweight men;Men;SILVER;Athlete;;hipolito-ramos;Cuba;CUB
Equestrian Jumping;seoul-1988;individual mixed;Open;GOLD;Athlete;;pierre-durand-jr;France;FRA
Rowing;london-2012;four without coxswain 4 men;Men;BRONZE;GameTeam;United States team;;United States of America;USA
Wrestling;seoul-1988;Super-Heavyweight, Greco-Roman (?130 kilograms) Men;Men;GOLD;Athlete;;aleksandr-karelin;Soviet Union;URS
Alpine Skiing;albertville-1992;alpine combined women;Women;BRONZE;Athlete;;florence-masnada;France;FRA
Wrestling;athens-2004;Featherweight, Freestyle (?55 kilograms) Men;Men;SILVER;Athlete;;stephen-abas;United States of America;USA
Gymnastics Artistic;st-louis-1904;combined 3 events men;Men;GOLD;Athlete;;adolf-spinnler;Switzerland;SUI
Speed skating;beijing-2022;Men's 10000m;Men;SILVER;Athlete;;roest;Netherlands;NED
Diving;london-2012;synchronized diving 10m platform women;Women;BRONZE;GameTeam;Canada team;meaghan-benfeito;Canada;CAN
Athletics;stockholm-1912;javelin throw men;Men;GOLD;Athlete;;eric-lemming;Sweden;SWE
Rowing;munich-1972;pair-oared shell with coxswain men;Men;GOLD;GameTeam;East Germany team;;German Democratic Republic (Germany);GDR
Boxing;helsinki-1952;75-81kg lightheavyweight men;Men;SILVER;Athlete;;antonio-pacenza;Argentina;ARG
Athletics;melbourne-1956;long jump women;Women;SILVER;Athlete;;;United States of America;USA
Athletics;seoul-1988;shot put women;Women;GOLD;Athlete;;natalya-lisovskaya;Soviet Union;URS
Basketball;seoul-1988;basketball women;Women;BRONZE;GameTeam;Soviet Union team;;Soviet Union;URS
Fencing;athens-2004;�p�e team women;Women;GOLD;GameTeam;Russian Federation team;;Russian Federation;RUS
Freestyle Skiing;lillehammer-1994;Aerials women;Women;BRONZE;Athlete;;hilde-synnove-lid;Norway;NOR
Shooting;athens-2004;10m air pistol 60 shots men;Men;BRONZE;Athlete;;vladimir-isakov;Russian Federation;RUS
Canoe Sprint;tokyo-2020;Men's Canoe Single 1000m;Men;GOLD;Athlete;;isaquias-queiroz-dos-santos;Brazil;BRA
Rowing;tokyo-2020;Men's Single Sculls;Men;SILVER;Athlete;;kjetil-borch;Norway;NOR
Water Polo;london-2012;water polo men;Men;GOLD;GameTeam;Croatia team;;Croatia;CRO
Swimming;munich-1972;200m individual medley men;Men;SILVER;Athlete;;alexander-timothy-mckee;United States of America;USA
Swimming;london-2012;50m freestyle women;Women;GOLD;Athlete;;ranomi-kromowidjojo;Netherlands;NED
Swimming;mexico-city-1968;400m individual medley men;Men;SILVER;Athlete;;gary-jr-hall;United States of America;USA
Figure skating;albertville-1992;Pairs mixed;Mixed;GOLD;GameTeam;Unified Team team #1;natalya-mishkutyonok;Unified Team;EUN
Canoe Sprint;los-angeles-1984;K2 500m kayak double men;Men;SILVER;GameTeam;Sweden team;per-inge-bengtsson;Sweden;SWE
Freestyle Skiing;nagano-1998;Moguls women;Women;SILVER;Athlete;;tatjana-mittermayer-1;Germany;GER
Shooting;mexico-city-1968;50m rifle prone 60 shots men;Open;GOLD;Athlete;;jan-kurka;Czechoslovakia;TCH
Polo;paris-1900;polo men;Men;SILVER;GameTeam;BLO Polo Club, Rugby #2;;MIX;MIX
Diving;london-1948;3m springboard men;Men;SILVER;Athlete;;miller-altman-anderson;United States of America;USA
Cycling Track;st-louis-1904;25 miles 40232m men;Men;SILVER;Athlete;;arthur-f-andrews;United States of America;USA
Cycling Track;tokyo-2020;Men's Keirin;Men;GOLD;Athlete;;jason-kenny;Great Britain;GBR
Fencing;london-1908;�p�e individual men;Men;SILVER;Athlete;;alexandre-lippmann;France;FRA
Athletics;berlin-1936;high jump women;Women;GOLD;Athlete;;ibolya-csak;Hungary;HUN
Cross Country Skiing;albertville-1992;50km men;Men;GOLD;Athlete;;bjorn-daehlie;Norway;NOR
Taekwondo;beijing-2008;68 - 80 kg men;Men;BRONZE;Athlete;;guo-zhu;People's Republic of China;CHN
Swimming;montreal-1976;100m freestyle women;Women;GOLD;Athlete;;kornelia-ender;German Democratic Republic (Germany);GDR
Athletics;mexico-city-1968;shot put men;Men;GOLD;Athlete;;james-randel-matson;United States of America;USA
Fencing;berlin-1936;�p�e team men;Men;BRONZE;GameTeam;France team;;France;FRA
Tug of War;stockholm-1912;tug of war men;Men;GOLD;GameTeam;Sweden team;;Sweden;SWE
Swimming;atlanta-1996;50m freestyle men;Men;GOLD;Athlete;;alexander-popov-1;Russian Federation;RUS
Swimming;tokyo-1964;100m freestyle women;Women;SILVER;Athlete;;sharon-marie-stouder;United States of America;USA
Taekwondo;rio-2016;58 - 68 kg men;Men;SILVER;Athlete;;alexey-denisenko;Russian Federation;RUS
Swimming;london-2012;200m backstroke men;Men;SILVER;Athlete;;ryosuke-irie;Japan;JPN
Athletics;st-louis-1904;60m men;Men;GOLD;Athlete;;archie-hahn;United States of America;USA
Swimming;munich-1972;200m freestyle women;Women;BRONZE;Athlete;;keena-ruth-rothhammer;United States of America;USA
Swimming;atlanta-1996;400m individual medley women;Women;SILVER;Athlete;;allison-wagner;United States of America;USA
Athletics;athens-2004;discus throw women;Women;BRONZE;Athlete;;vera-pospisilova-cechlova;Czech Republic;CZE
Equestrian Eventing;amsterdam-1928;individual mixed;Men;SILVER;Athlete;;gerard-pieter-de-kruijff;Netherlands;NED
Canoe Sprint;munich-1972;K2 1000m kayak double men;Men;SILVER;GameTeam;Hungary team;jozsef-deme;Hungary;HUN
Rowing;barcelona-1992;pair without coxswain 2 men;Men;BRONZE;GameTeam;Slovenia team;denis-zvegelj;Slovenia;SLO
Cycling Mountain Bike;tokyo-2020;Women's Cross-country;Women;GOLD;Athlete;;jolanda-neff;Switzerland;SUI
Cross Country Skiing;calgary-1988;30km mass start men;Men;SILVER;Athlete;;vladimir-smirnov;Soviet Union;URS
Gymnastics Artistic;st-louis-1904;combined 3 events men;Men;SILVER;Athlete;;julius-lenhart;Austria;AUT
Fencing;tokyo-1964;sabre individual men;Men;SILVER;Athlete;;claude-arabo;France;FRA
Luge;sapporo-1972;Singles men;Men;BRONZE;Athlete;;wolfram-fiedler;German Democratic Republic (Germany);GDR
Equestrian Jumping;stockholm-1912;team mixed;Men;GOLD;GameTeam;Sweden team;;Sweden;SWE
